copy,copy,copy,copy,,,
4184.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-grams-cv,0,,,,
4184.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-grams-min,181.44,,,,
4184.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-grams-max,181.44,,,,
4184.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-samples-start-time,1782311477,,,,
4184.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-samples-duration,9.18,,,,
4184.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-1-samples-count,47,,,,
4218.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-celsius-pipette,27.07,,,,
4218.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-humidity-pipette,39.67,,,,
4218.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-celsius-air,21.5,,,,
4218.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-humidity-air,50.1,,,,
4218.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-pascals-air,1000,,,,
4218.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
4218.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-grams-average,200.59,,,,
4218.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-grams-cv,0,,,,
4218.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-grams-min,200.59,,,,
4219,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-grams-max,200.59,,,,
4219,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-samples-start-time,1782311513,,,,
4219.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-samples-duration,8.17,,,,
4219.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-1-samples-count,42,,,,
4288.3,MeasurementType.INIT-200.0-ul-channel_1-trial-2-celsius-pipette,27.07,,,,
4288.4,MeasurementType.INIT-200.0-ul-channel_1-trial-2-humidity-pipette,39.86,,,,
4288.5,MeasurementType.INIT-200.0-ul-channel_1-trial-2-celsius-air,21.5,,,,
4288.5,MeasurementType.INIT-200.0-ul-channel_1-trial-2-humidity-air,50.4,,,,
4288.6,MeasurementType.INIT-200.0-ul-channel_1-trial-2-pascals-air,1000,,,,
4288.7,MeasurementType.INIT-200.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
4288.8,MeasurementType.INIT-200.0-ul-channel_1-trial-2-grams-average,200.59,,,,
4289.2,MeasurementType.INIT-200.0-ul-channel_1-trial-2-grams-cv,0,,,,
4289.3,MeasurementType.INIT-200.0-ul-channel_1-trial-2-grams-min,200.59,,,,
4289.3,MeasurementType.INIT-200.0-ul-channel_1-trial-2-grams-max,200.59,,,,
4289.4,MeasurementType.INIT-200.0-ul-channel_1-trial-2-samples-start-time,1782311581,,,,
4289.5,MeasurementType.INIT-200.0-ul-channel_1-trial-2-samples-duration,9.8,,,,
4289.5,MeasurementType.INIT-200.0-ul-channel_1-trial-2-samples-count,50,,,,
4322.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-celsius-pipette,27.11,,,,
4322.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-humidity-pipette,39.69,,,,
4322.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-celsius-air,21.5,,,,
4322.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-humidity-air,50.2,,,,
4322.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-pascals-air,1000,,,,
4322.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
4322.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-grams-average,181.4,,,,
4323,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-grams-cv,0,,,,
4323,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-grams-min,181.4,,,,
4323.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-grams-max,181.4,,,,
4323.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-samples-start-time,1782311615,,,,
4323.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-samples-duration,9.78,,,,
4323.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-2-samples-count,42,,,,
4356.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-celsius-pipette,27.07,,,,
4356.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-humidity-pipette,39.54,,,,
4357,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-celsius-air,21.5,,,,
4357,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-humidity-air,50,,,,
4357.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-pascals-air,1000,,,,
4357.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
4357.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-grams-average,200.56,,,,
4357.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-grams-cv,0,,,,
4357.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-grams-min,200.56,,,,
4357.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-grams-max,200.56,,,,
4357.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-samples-start-time,1782311650,,,,
4357.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-samples-duration,9.6,,,,
4357.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-2-samples-count,41,,,,
4428.1,MeasurementType.INIT-200.0-ul-channel_1-trial-3-celsius-pipette,27.07,,,,
4428.2,MeasurementType.INIT-200.0-ul-channel_1-trial-3-humidity-pipette,39.16,,,,
4428.3,MeasurementType.INIT-200.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
4428.4,MeasurementType.INIT-200.0-ul-channel_1-trial-3-humidity-air,49.5,,,,
4428.4,MeasurementType.INIT-200.0-ul-channel_1-trial-3-pascals-air,1000,,,,
4428.5,MeasurementType.INIT-200.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
4428.6,MeasurementType.INIT-200.0-ul-channel_1-trial-3-grams-average,200.56,,,,
4428.6,MeasurementType.INIT-200.0-ul-channel_1-trial-3-grams-cv,0,,,,
4428.7,MeasurementType.INIT-200.0-ul-channel_1-trial-3-grams-min,200.56,,,,
4428.8,MeasurementType.INIT-200.0-ul-channel_1-trial-3-grams-max,200.56,,,,
4428.9,MeasurementType.INIT-200.0-ul-channel_1-trial-3-samples-start-time,1782311721,,,,
4428.9,MeasurementType.INIT-200.0-ul-channel_1-trial-3-samples-duration,9.84,,,,
4429,MeasurementType.INIT-200.0-ul-channel_1-trial-3-samples-count,50,,,,
4462,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-celsius-pipette,27.13,,,,
4462.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-humidity-pipette,38.94,,,,
4462.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
4462.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-humidity-air,49.3,,,,
4462.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-pascals-air,1000,,,,
4463,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
4463.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-grams-average,181.36,,,,
4463.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-grams-cv,0,,,,
4463.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-grams-min,181.36,,,,
4463.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-grams-max,181.36,,,,
4463.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-samples-start-time,1782311757,,,,
4463.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-samples-duration,7.41,,,,
4463.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-3-samples-count,38,,,,
4497,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-celsius-pipette,27.09,,,,
4497.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-humidity-pipette,38.87,,,,
4497.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
4497.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-humidity-air,49.1,,,,
4497.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-pascals-air,1000,,,,
4497.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
4497.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-grams-average,200.53,,,,
4497.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-grams-cv,0,,,,
4497.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-grams-min,200.53,,,,
4497.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-grams-max,200.53,,,,
4497.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-samples-start-time,1782311792,,,,
4497.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-samples-duration,7.35,,,,
4497.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-3-samples-count,38,,,,
4567.5,MeasurementType.INIT-200.0-ul-channel_1-trial-4-celsius-pipette,27.09,,,,
4567.6,MeasurementType.INIT-200.0-ul-channel_1-trial-4-humidity-pipette,38.75,,,,
4567.7,MeasurementType.INIT-200.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
4567.8,MeasurementType.INIT-200.0-ul-channel_1-trial-4-humidity-air,48.9,,,,
4567.9,MeasurementType.INIT-200.0-ul-channel_1-trial-4-pascals-air,1000,,,,
4568,MeasurementType.INIT-200.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
4568,MeasurementType.INIT-200.0-ul-channel_1-trial-4-grams-average,200.53,,,,
4568.1,MeasurementType.INIT-200.0-ul-channel_1-trial-4-grams-cv,0,,,,
4568.2,MeasurementType.INIT-200.0-ul-channel_1-trial-4-grams-min,200.53,,,,
4568.2,MeasurementType.INIT-200.0-ul-channel_1-trial-4-grams-max,200.53,,,,
4568.3,MeasurementType.INIT-200.0-ul-channel_1-trial-4-samples-start-time,1782311860,,,,
4568.4,MeasurementType.INIT-200.0-ul-channel_1-trial-4-samples-duration,8.8,,,,
4568.4,MeasurementType.INIT-200.0-ul-channel_1-trial-4-samples-count,33,,,,
4601.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-celsius-pipette,27.09,,,,
4601.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-humidity-pipette,38.66,,,,
4601.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
4601.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-humidity-air,48.8,,,,
4601.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-pascals-air,1000,,,,
4601.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
4601.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-grams-average,181.33,,,,
4601.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-grams-cv,0,,,,
4602,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-grams-min,181.33,,,,
4602,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-grams-max,181.33,,,,
4602.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-samples-start-time,1782311895,,,,
4602.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-samples-duration,9.23,,,,
4602.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-4-samples-count,41,,,,
4635.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-celsius-pipette,27.13,,,,
4635.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-humidity-pipette,38.34,,,,
4636,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-celsius-air,21.4,,,,
4636,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-humidity-air,48.6,,,,
4636.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-pascals-air,1000,,,,
4636.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-celsius-liquid,25,,,,
4636.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-grams-average,200.5,,,,
4636.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-grams-cv,0,,,,
4636.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-grams-min,200.5,,,,
4636.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-grams-max,200.5,,,,
4636.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-samples-start-time,1782311931,,,,
4636.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-samples-duration,7.83,,,,
4636.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-4-samples-count,40,,,,
4711.3,MeasurementType.INIT-200.0-ul-channel_1-trial-5-celsius-pipette,27.11,,,,
4711.4,MeasurementType.INIT-200.0-ul-channel_1-trial-5-humidity-pipette,38.12,,,,
4711.4,MeasurementType.INIT-200.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
4711.5,MeasurementType.INIT-200.0-ul-channel_1-trial-5-humidity-air,48.3,,,,
4711.6,MeasurementType.INIT-200.0-ul-channel_1-trial-5-pascals-air,1000,,,,
4711.7,MeasurementType.INIT-200.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
4711.7,MeasurementType.INIT-200.0-ul-channel_1-trial-5-grams-average,200.51,,,,
4711.8,MeasurementType.INIT-200.0-ul-channel_1-trial-5-grams-cv,0,,,,
4711.9,MeasurementType.INIT-200.0-ul-channel_1-trial-5-grams-min,200.51,,,,
4712,MeasurementType.INIT-200.0-ul-channel_1-trial-5-grams-max,200.51,,,,
4712,MeasurementType.INIT-200.0-ul-channel_1-trial-5-samples-start-time,1782312004,,,,
4712.1,MeasurementType.INIT-200.0-ul-channel_1-trial-5-samples-duration,9.8,,,,
4712.2,MeasurementType.INIT-200.0-ul-channel_1-trial-5-samples-count,50,,,,
4745.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-celsius-pipette,27.13,,,,
4745.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-humidity-pipette,38.6,,,,
4745.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
4745.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-humidity-air,48.4,,,,
4745.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-pascals-air,1000,,,,
4745.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
4745.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-grams-average,181.32,,,,
4745.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-grams-cv,0,,,,
4746,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-grams-min,181.32,,,,
4746.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-grams-max,181.32,,,,
4746.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-samples-start-time,1782312039,,,,
4746.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-samples-duration,8.59,,,,
4746.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-5-samples-count,44,,,,
4780,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-celsius-pipette,27.13,,,,
4780,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-humidity-pipette,39.62,,,,
4780.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-celsius-air,21.4,,,,
4780.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-humidity-air,49,,,,
4780.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-pascals-air,1000,,,,
4780.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
4780.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-grams-average,200.49,,,,
4780.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-grams-cv,0,,,,
4780.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-grams-min,200.49,,,,
4780.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-grams-max,200.49,,,,
4780.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-samples-start-time,1782312073,,,,
4780.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-samples-duration,9.23,,,,
4780.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-5-samples-count,43,,,,
4847.5,MeasurementType.INIT-200.0-ul-channel_1-trial-6-celsius-pipette,27.13,,,,
4847.6,MeasurementType.INIT-200.0-ul-channel_1-trial-6-humidity-pipette,39.83,,,,
4847.7,MeasurementType.INIT-200.0-ul-channel_1-trial-6-celsius-air,21.4,,,,
4847.7,MeasurementType.INIT-200.0-ul-channel_1-trial-6-humidity-air,50.6,,,,
4847.8,MeasurementType.INIT-200.0-ul-channel_1-trial-6-pascals-air,1000,,,,
4847.9,MeasurementType.INIT-200.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
4847.9,MeasurementType.INIT-200.0-ul-channel_1-trial-6-grams-average,200.44,,,,
4848,MeasurementType.INIT-200.0-ul-channel_1-trial-6-grams-cv,0,,,,
4848.1,MeasurementType.INIT-200.0-ul-channel_1-trial-6-grams-min,200.44,,,,
4848.2,MeasurementType.INIT-200.0-ul-channel_1-trial-6-grams-max,200.44,,,,
4848.2,MeasurementType.INIT-200.0-ul-channel_1-trial-6-samples-start-time,1782312140,,,,
4848.3,MeasurementType.INIT-200.0-ul-channel_1-trial-6-samples-duration,9.83,,,,
4848.4,MeasurementType.INIT-200.0-ul-channel_1-trial-6-samples-count,50,,,,
4881.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-celsius-pipette,27.18,,,,
4881.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-humidity-pipette,39.98,,,,
4881.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-celsius-air,21.4,,,,
4881.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-humidity-air,50.8,,,,
4881.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-pascals-air,1000,,,,
4881.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
4881.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-grams-average,181.25,,,,
4882,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-grams-cv,0,,,,
4882.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-grams-min,181.25,,,,
4882.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-grams-max,181.25,,,,
4882.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-samples-start-time,1782312174,,,,
4882.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-samples-duration,9.8,,,,
4882.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-6-samples-count,48,,,,
4915.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-celsius-pipette,27.15,,,,
4916,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-humidity-pipette,39.88,,,,
4916,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-celsius-air,21.5,,,,
4916.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-humidity-air,50.7,,,,
4916.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-pascals-air,1000,,,,
4916.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
4916.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-grams-average,200.41,,,,
4916.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-grams-cv,0,,,,
4916.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-grams-min,200.41,,,,
4916.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-grams-max,200.41,,,,
4916.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-samples-start-time,1782312209,,,,
4916.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-samples-duration,9.78,,,,
4916.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-6-samples-count,45,,,,
4988.4,MeasurementType.INIT-200.0-ul-channel_1-trial-7-celsius-pipette,27.2,,,,
4988.5,MeasurementType.INIT-200.0-ul-channel_1-trial-7-humidity-pipette,39.44,,,,
4988.6,MeasurementType.INIT-200.0-ul-channel_1-trial-7-celsius-air,21.5,,,,
4988.6,MeasurementType.INIT-200.0-ul-channel_1-trial-7-humidity-air,50.1,,,,
4988.7,MeasurementType.INIT-200.0-ul-channel_1-trial-7-pascals-air,1000,,,,
4988.8,MeasurementType.INIT-200.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
4988.9,MeasurementType.INIT-200.0-ul-channel_1-trial-7-grams-average,200.41,,,,
4988.9,MeasurementType.INIT-200.0-ul-channel_1-trial-7-grams-cv,0,,,,
4989,MeasurementType.INIT-200.0-ul-channel_1-trial-7-grams-min,200.41,,,,
4989.1,MeasurementType.INIT-200.0-ul-channel_1-trial-7-grams-max,200.41,,,,
4989.2,MeasurementType.INIT-200.0-ul-channel_1-trial-7-samples-start-time,1782312281,,,,
4989.2,MeasurementType.INIT-200.0-ul-channel_1-trial-7-samples-duration,9.77,,,,
4989.3,MeasurementType.INIT-200.0-ul-channel_1-trial-7-samples-count,50,,,,
5022.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-celsius-pipette,27.22,,,,
5022.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-humidity-pipette,39.21,,,,
5022.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-celsius-air,21.5,,,,
5023.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-humidity-air,49.8,,,,
5023.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-pascals-air,1000,,,,
5023.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
5023.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-grams-average,181.22,,,,
5023.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-grams-cv,0,,,,
5023.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-grams-min,181.22,,,,
5023.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-grams-max,181.22,,,,
5023.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-samples-start-time,1782312317,,,,
5023.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-samples-duration,7.98,,,,
5024,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-7-samples-count,41,,,,
5057.7,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-celsius-pipette,27.22,,,,
5057.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-humidity-pipette,38.94,,,,
5057.8,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-celsius-air,21.5,,,,
5057.9,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-humidity-air,49.5,,,,
5058,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-pascals-air,1000,,,,
5058,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
5058.1,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-grams-average,200.38,,,,
5058.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-grams-cv,0,,,,
5058.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-grams-min,200.38,,,,
5058.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-grams-max,200.38,,,,
5058.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-samples-start-time,1782312351,,,,
5058.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-samples-duration,8.76,,,,
5058.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-7-samples-count,45,,,,
5136.6,MeasurementType.INIT-200.0-ul-channel_1-trial-8-celsius-pipette,27.2,,,,
5136.7,MeasurementType.INIT-200.0-ul-channel_1-trial-8-humidity-pipette,38.31,,,,
5136.7,MeasurementType.INIT-200.0-ul-channel_1-trial-8-celsius-air,21.5,,,,
5136.8,MeasurementType.INIT-200.0-ul-channel_1-trial-8-humidity-air,48.9,,,,
5136.9,MeasurementType.INIT-200.0-ul-channel_1-trial-8-pascals-air,1000,,,,
5137,MeasurementType.INIT-200.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
5137.1,MeasurementType.INIT-200.0-ul-channel_1-trial-8-grams-average,200.38,,,,
5137.1,MeasurementType.INIT-200.0-ul-channel_1-trial-8-grams-cv,0,,,,
5137.2,MeasurementType.INIT-200.0-ul-channel_1-trial-8-grams-min,200.38,,,,
5137.3,MeasurementType.INIT-200.0-ul-channel_1-trial-8-grams-max,200.38,,,,
5137.4,MeasurementType.INIT-200.0-ul-channel_1-trial-8-samples-start-time,1782312429,,,,
5137.5,MeasurementType.INIT-200.0-ul-channel_1-trial-8-samples-duration,9.76,,,,
5137.5,MeasurementType.INIT-200.0-ul-channel_1-trial-8-samples-count,50,,,,
5170.6,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-celsius-pipette,27.28,,,,
5170.7,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-humidity-pipette,38.41,,,,
5170.8,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-celsius-air,21.5,,,,
5170.9,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-humidity-air,48.8,,,,
5171,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-pascals-air,1000,,,,
5171,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
5171.1,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-grams-average,181.2,,,,
5171.2,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-grams-cv,0,,,,
5171.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-grams-min,181.2,,,,
5171.3,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-grams-max,181.2,,,,
5171.4,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-samples-start-time,1782312464,,,,
5171.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-samples-duration,9.01,,,,
5171.5,MeasurementType.ASPIRATE-200.0-ul-channel_1-trial-8-samples-count,46,,,,
5205.2,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-celsius-pipette,27.26,,,,
5205.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-humidity-pipette,38.32,,,,
5205.3,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-celsius-air,21.5,,,,
5205.4,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-humidity-air,48.7,,,,
5205.5,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-pascals-air,1000,,,,
5205.6,MeasurementType.DISPENSE-200.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
