copy,copy,copy,copy,,RETEST---.>>,,THIS IS NOT READY TO USE,,,,
3643.8,measure-init-1000.0-ul-channel_1-trial-9-celsius-pipette,25.88920593,,,,,,,,,
3643.9,measure-init-1000.0-ul-channel_1-trial-9-humidity-pipette,5.52E+01,,,,,,,,,
3644,measure-init-1000.0-ul-channel_1-trial-9-celsius-air,20.3,,,,,,,,,
3644.1,measure-init-1000.0-ul-channel_1-trial-9-humidity-air,52.3,,,,,,,,,
3644.1,measure-init-1000.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
3644.2,measure-init-1000.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
3644.3,measure-init-1000.0-ul-channel_1-trial-9-grams-average,19.524412,,,,,,,,,
3644.4,measure-init-1000.0-ul-channel_1-trial-9-grams-cv,1.68E-06,,,,,,,,,
3644.4,measure-init-1000.0-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
3644.5,measure-init-1000.0-ul-channel_1-trial-9-grams-max,19.5245,,,,,,,,,
3644.6,measure-init-1000.0-ul-channel_1-trial-9-samples-start-time,1779384466,,,,,,,,,
3644.7,measure-init-1000.0-ul-channel_1-trial-9-samples-duration,9.829904556,,,,,,,,,
3644.7,measure-init-1000.0-ul-channel_1-trial-9-samples-count,50,,,,,,,,,
3668.5,measure-aspirate-1000.0-ul-channel_1-trial-9-celsius-pipette,25.88920593,,,,,,,,,
3668.6,measure-aspirate-1000.0-ul-channel_1-trial-9-humidity-pipette,5.55E+01,,,,,,,,,
3668.7,measure-aspirate-1000.0-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
3668.7,measure-aspirate-1000.0-ul-channel_1-trial-9-humidity-air,52.2,,,,,,,,,
3668.8,measure-aspirate-1000.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
3668.9,measure-aspirate-1000.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
3669,measure-aspirate-1000.0-ul-channel_1-trial-9-grams-average,18.527408,,,,,,,,,
3669,measure-aspirate-1000.0-ul-channel_1-trial-9-grams-cv,1.48E-06,,,,,,,,,
3669.1,measure-aspirate-1000.0-ul-channel_1-trial-9-grams-min,1.85E+01,,,,,,,,,
3669.2,measure-aspirate-1000.0-ul-channel_1-trial-9-grams-max,18.5275,,,,,,,,,
3669.3,measure-aspirate-1000.0-ul-channel_1-trial-9-samples-start-time,1779384491,,,,,,,,,
3669.3,measure-aspirate-1000.0-ul-channel_1-trial-9-samples-duration,9.781893969,,,,,,,,,
3669.4,measure-aspirate-1000.0-ul-channel_1-trial-9-samples-count,50,,,,,,,,,
3692.6,measure-dispense-1000.0-ul-channel_1-trial-9-celsius-pipette,25.88920593,,,,,,,,,
3692.7,measure-dispense-1000.0-ul-channel_1-trial-9-humidity-pipette,5.54E+01,,,,,,,,,
3692.7,measure-dispense-1000.0-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
3692.8,measure-dispense-1000.0-ul-channel_1-trial-9-humidity-air,52,,,,,,,,,
3692.9,measure-dispense-1000.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
3693,measure-dispense-1000.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
3693,measure-dispense-1000.0-ul-channel_1-trial-9-grams-average,19.5243,,,,,,,,,
3693.1,measure-dispense-1000.0-ul-channel_1-trial-9-grams-cv,0.00E+00,,,,,,,,,
3693.2,measure-dispense-1000.0-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
3693.3,measure-dispense-1000.0-ul-channel_1-trial-9-grams-max,19.5243,,,,,,,,,
3693.3,measure-dispense-1000.0-ul-channel_1-trial-9-samples-start-time,1779384515,,,,,,,,,
3693.4,measure-dispense-1000.0-ul-channel_1-trial-9-samples-duration,9.778473377,,,,,,,,,
3693.5,measure-dispense-1000.0-ul-channel_1-trial-9-samples-count,50,,,,,,,,,
3746,measure-init-1000.0-ul-channel_1-trial-10-celsius-pipette,25.93193054,,,,,,,,,
3746.1,measure-init-1000.0-ul-channel_1-trial-10-humidity-pipette,5.55E+01,,,,,,,,,
3746.1,measure-init-1000.0-ul-channel_1-trial-10-celsius-air,20.3,,,,,,,,,
3746.2,measure-init-1000.0-ul-channel_1-trial-10-humidity-air,51.5,,,,,,,,,
3746.3,measure-init-1000.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
3746.4,measure-init-1000.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
3746.4,measure-init-1000.0-ul-channel_1-trial-10-grams-average,19.52418431,,,,,,,,,
3746.5,measure-init-1000.0-ul-channel_1-trial-10-grams-cv,1.88E-06,,,,,,,,,
3746.6,measure-init-1000.0-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
3746.7,measure-init-1000.0-ul-channel_1-trial-10-grams-max,19.5242,,,,,,,,,
3746.7,measure-init-1000.0-ul-channel_1-trial-10-samples-start-time,1779384568,,,,,,,,,
3746.8,measure-init-1000.0-ul-channel_1-trial-10-samples-duration,9.983509064,,,,,,,,,
3746.9,measure-init-1000.0-ul-channel_1-trial-10-samples-count,51,,,,,,,,,
3770.7,measure-aspirate-1000.0-ul-channel_1-trial-10-celsius-pipette,25.93193054,,,,,,,,,
3770.8,measure-aspirate-1000.0-ul-channel_1-trial-10-humidity-pipette,5.53E+01,,,,,,,,,
3770.9,measure-aspirate-1000.0-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
3770.9,measure-aspirate-1000.0-ul-channel_1-trial-10-humidity-air,51.3,,,,,,,,,
3771,measure-aspirate-1000.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
3771.1,measure-aspirate-1000.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
3771.2,measure-aspirate-1000.0-ul-channel_1-trial-10-grams-average,18.5275,,,,,,,,,
3771.2,measure-aspirate-1000.0-ul-channel_1-trial-10-grams-cv,0.00E+00,,,,,,,,,
3771.3,measure-aspirate-1000.0-ul-channel_1-trial-10-grams-min,1.85E+01,,,,,,,,,
3771.4,measure-aspirate-1000.0-ul-channel_1-trial-10-grams-max,18.5275,,,,,,,,,
3771.5,measure-aspirate-1000.0-ul-channel_1-trial-10-samples-start-time,1779384593,,,,,,,,,
3771.5,measure-aspirate-1000.0-ul-channel_1-trial-10-samples-duration,9.830648184,,,,,,,,,
3771.6,measure-aspirate-1000.0-ul-channel_1-trial-10-samples-count,50,,,,,,,,,
3794.8,measure-dispense-1000.0-ul-channel_1-trial-10-celsius-pipette,25.93193054,,,,,,,,,
3794.9,measure-dispense-1000.0-ul-channel_1-trial-10-humidity-pipette,5.52E+01,,,,,,,,,
3795,measure-dispense-1000.0-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
3795,measure-dispense-1000.0-ul-channel_1-trial-10-humidity-air,50.9,,,,,,,,,
3795.1,measure-dispense-1000.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
3795.2,measure-dispense-1000.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
3795.3,measure-dispense-1000.0-ul-channel_1-trial-10-grams-average,19.524032,,,,,,,,,
3795.3,measure-dispense-1000.0-ul-channel_1-trial-10-grams-cv,2.41E-06,,,,,,,,,
3795.4,measure-dispense-1000.0-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
3795.5,measure-dispense-1000.0-ul-channel_1-trial-10-grams-max,19.5241,,,,,,,,,
3795.6,measure-dispense-1000.0-ul-channel_1-trial-10-samples-start-time,1779384617,,,,,,,,,
3795.6,measure-dispense-1000.0-ul-channel_1-trial-10-samples-duration,9.82864213,,,,,,,,,
3795.7,measure-dispense-1000.0-ul-channel_1-trial-10-samples-count,50,,,,,,,,,
903.2,MEASUREMENTS_END,,,,,,,,,,
910.8,_____________,,,,,,,,,,
910.8,ENCODER_START,,,,,,,,,,
910.8,encoder-volume-5.0-channel_0-trial-1-start-target,71.5,,,,,,,,,
910.9,encoder-volume-5.0-channel_0-trial-1-start-encoder,7.15E+01,,,,,,,,,
910.9,encoder-volume-5.0-channel_0-trial-1-start-drift,8.00E-03,,,,,,,,,
911,encoder-volume-5.0-channel_0-trial-1-end-target,71.063,,,,,,,,,
911.1,encoder-volume-5.0-channel_0-trial-1-end-encoder,71.067,,,,,,,,,
911.1,encoder-volume-5.0-channel_0-trial-1-end-drift,4.00E-03,,,,,,,,,
1017.2,encoder-volume-5.0-channel_0-trial-2-start-target,71.5,,,,,,,,,
1017.3,encoder-volume-5.0-channel_0-trial-2-start-encoder,71.508,,,,,,,,,
1017.3,encoder-volume-5.0-channel_0-trial-2-start-drift,0.008,,,,,,,,,
1017.4,encoder-volume-5.0-channel_0-trial-2-end-target,71.064,,,,,,,,,
1017.5,encoder-volume-5.0-channel_0-trial-2-end-encoder,71.067,,,,,,,,,
1017.5,encoder-volume-5.0-channel_0-trial-2-end-drift,3.00E-03,,,,,,,,,
1123.9,encoder-volume-5.0-channel_0-trial-3-start-target,71.5,,,,,,,,,
1124,encoder-volume-5.0-channel_0-trial-3-start-encoder,71.508,,,,,,,,,
1124.1,encoder-volume-5.0-channel_0-trial-3-start-drift,8.00E-03,,,,,,,,,
1124.1,encoder-volume-5.0-channel_0-trial-3-end-target,7.11E+01,,,,,,,,,
1124.2,encoder-volume-5.0-channel_0-trial-3-end-encoder,71.067,,,,,,,,,
1124.3,encoder-volume-5.0-channel_0-trial-3-end-drift,0.003,,,,,,,,,
1231,encoder-volume-5.0-channel_0-trial-4-start-target,7.15E+01,,,,,,,,,
1231.1,encoder-volume-5.0-channel_0-trial-4-start-encoder,71.507,,,,,,,,,
1231.2,encoder-volume-5.0-channel_0-trial-4-start-drift,0.007,,,,,,,,,
1231.2,encoder-volume-5.0-channel_0-trial-4-end-target,71.063,,,,,,,,,
1231.3,encoder-volume-5.0-channel_0-trial-4-end-encoder,71.067,,,,,,,,,
1231.4,encoder-volume-5.0-channel_0-trial-4-end-drift,0.004,,,,,,,,,
1338.6,encoder-volume-5.0-channel_0-trial-5-start-target,7.15E+01,,,,,,,,,
1338.7,encoder-volume-5.0-channel_0-trial-5-start-encoder,71.508,,,,,,,,,
1338.7,encoder-volume-5.0-channel_0-trial-5-start-drift,0.008,,,,,,,,,
1338.8,encoder-volume-5.0-channel_0-trial-5-end-target,7.11E+01,,,,,,,,,
1338.8,encoder-volume-5.0-channel_0-trial-5-end-encoder,7.11E+01,,,,,,,,,
1338.9,encoder-volume-5.0-channel_0-trial-5-end-drift,0.004,,,,,,,,,
1446.4,encoder-volume-5.0-channel_0-trial-6-start-target,71.5,,,,,,,,,
1446.5,encoder-volume-5.0-channel_0-trial-6-start-encoder,7.15E+01,,,,,,,,,
1446.6,encoder-volume-5.0-channel_0-trial-6-start-drift,0.008,,,,,,,,,
1446.6,encoder-volume-5.0-channel_0-trial-6-end-target,71.063,,,,,,,,,
1446.7,encoder-volume-5.0-channel_0-trial-6-end-encoder,71.067,,,,,,,,,
1446.8,encoder-volume-5.0-channel_0-trial-6-end-drift,0.004,,,,,,,,,
1554.6,encoder-volume-5.0-channel_0-trial-7-start-target,71.5,,,,,,,,,
1554.6,encoder-volume-5.0-channel_0-trial-7-start-encoder,7.15E+01,,,,,,,,,
1554.7,encoder-volume-5.0-channel_0-trial-7-start-drift,0.008,,,,,,,,,
1554.8,encoder-volume-5.0-channel_0-trial-7-end-target,71.064,,,,,,,,,
1554.8,encoder-volume-5.0-channel_0-trial-7-end-encoder,7.11E+01,,,,,,,,,
1554.9,encoder-volume-5.0-channel_0-trial-7-end-drift,3.00E-03,,,,,,,,,
1661.1,encoder-volume-5.0-channel_0-trial-8-start-target,71.499,,,,,,,,,
1661.2,encoder-volume-5.0-channel_0-trial-8-start-encoder,71.507,,,,,,,,,
1661.2,encoder-volume-5.0-channel_0-trial-8-start-drift,8.00E-03,,,,,,,,,
1661.3,encoder-volume-5.0-channel_0-trial-8-end-target,71.064,,,,,,,,,
1661.4,encoder-volume-5.0-channel_0-trial-8-end-encoder,71.068,,,,,,,,,
1661.4,encoder-volume-5.0-channel_0-trial-8-end-drift,0.004,,,,,,,,,
1768.2,encoder-volume-5.0-channel_0-trial-9-start-target,71.5,,,,,,,,,
1768.2,encoder-volume-5.0-channel_0-trial-9-start-encoder,71.507,,,,,,,,,
1768.3,encoder-volume-5.0-channel_0-trial-9-start-drift,7.00E-03,,,,,,,,,
1768.4,encoder-volume-5.0-channel_0-trial-9-end-target,71.063,,,,,,,,,
1768.4,encoder-volume-5.0-channel_0-trial-9-end-encoder,71.067,,,,,,,,,
1768.5,encoder-volume-5.0-channel_0-trial-9-end-drift,4.00E-03,,,,,,,,,
1875.6,encoder-volume-5.0-channel_0-trial-10-start-target,7.15E+01,,,,,,,,,
1875.6,encoder-volume-5.0-channel_0-trial-10-start-encoder,71.508,,,,,,,,,
1875.7,encoder-volume-5.0-channel_0-trial-10-start-drift,0.008,,,,,,,,,
1875.8,encoder-volume-5.0-channel_0-trial-10-end-target,7.11E+01,,,,,,,,,
1875.8,encoder-volume-5.0-channel_0-trial-10-end-encoder,71.067,,,,,,,,,
1875.9,encoder-volume-5.0-channel_0-trial-10-end-drift,0.004,,,,,,,,,
2837.3,encoder-volume-1000.0-channel_0-trial-1-start-target,71.5,,,,,,,,,
2837.4,encoder-volume-1000.0-channel_0-trial-1-start-encoder,71.508,,,,,,,,,
2837.5,encoder-volume-1000.0-channel_0-trial-1-start-drift,0.008,,,,,,,,,
2837.5,encoder-volume-1000.0-channel_0-trial-1-end-target,6.76E+00,,,,,,,,,
2837.6,encoder-volume-1000.0-channel_0-trial-1-end-encoder,6.755,,,,,,,,,
2837.7,encoder-volume-1000.0-channel_0-trial-1-end-drift,0,,,,,,,,,
2938.8,encoder-volume-1000.0-channel_0-trial-2-start-target,7.15E+01,,,,,,,,,
2938.9,encoder-volume-1000.0-channel_0-trial-2-start-encoder,7.15E+01,,,,,,,,,
2939,encoder-volume-1000.0-channel_0-trial-2-start-drift,0.007,,,,,,,,,
2939,encoder-volume-1000.0-channel_0-trial-2-end-target,6.754,,,,,,,,,
2939.1,encoder-volume-1000.0-channel_0-trial-2-end-encoder,6.75E+00,,,,,,,,,
2939.2,encoder-volume-1000.0-channel_0-trial-2-end-drift,0,,,,,,,,,
3040.3,encoder-volume-1000.0-channel_0-trial-3-start-target,71.5,,,,,,,,,
3040.4,encoder-volume-1000.0-channel_0-trial-3-start-encoder,71.508,,,,,,,,,
3040.5,encoder-volume-1000.0-channel_0-trial-3-start-drift,0.008,,,,,,,,,
3040.6,encoder-volume-1000.0-channel_0-trial-3-end-target,6.755,,,,,,,,,
3040.6,encoder-volume-1000.0-channel_0-trial-3-end-encoder,6.75E+00,,,,,,,,,
3040.7,encoder-volume-1000.0-channel_0-trial-3-end-drift,-0.001,,,,,,,,,
3142.1,encoder-volume-1000.0-channel_0-trial-4-start-target,71.5,,,,,,,,,
3142.2,encoder-volume-1000.0-channel_0-trial-4-start-encoder,7.15E+01,,,,,,,,,
3142.3,encoder-volume-1000.0-channel_0-trial-4-start-drift,7.00E-03,,,,,,,,,
3142.3,encoder-volume-1000.0-channel_0-trial-4-end-target,6.754,,,,,,,,,
3142.4,encoder-volume-1000.0-channel_0-trial-4-end-encoder,6.754,,,,,,,,,
3142.5,encoder-volume-1000.0-channel_0-trial-4-end-drift,0.00E+00,,,,,,,,,
3244.1,encoder-volume-1000.0-channel_0-trial-5-start-target,71.5,,,,,,,,,
3244.2,encoder-volume-1000.0-channel_0-trial-5-start-encoder,71.508,,,,,,,,,
3244.3,encoder-volume-1000.0-channel_0-trial-5-start-drift,0.008,,,,,,,,,
3244.3,encoder-volume-1000.0-channel_0-trial-5-end-target,6.755,,,,,,,,,
3244.4,encoder-volume-1000.0-channel_0-trial-5-end-encoder,6.755,,,,,,,,,
3244.5,encoder-volume-1000.0-channel_0-trial-5-end-drift,0.00E+00,,,,,,,,,
3346.3,encoder-volume-1000.0-channel_0-trial-6-start-target,71.499,,,,,,,,,
3346.4,encoder-volume-1000.0-channel_0-trial-6-start-encoder,71.507,,,,,,,,,
3346.4,encoder-volume-1000.0-channel_0-trial-6-start-drift,8.00E-03,,,,,,,,,
3346.5,encoder-volume-1000.0-channel_0-trial-6-end-target,6.76E+00,,,,,,,,,
3346.6,encoder-volume-1000.0-channel_0-trial-6-end-encoder,6.755,,,,,,,,,
3346.7,encoder-volume-1000.0-channel_0-trial-6-end-drift,0,,,,,,,,,
3448.6,encoder-volume-1000.0-channel_0-trial-7-start-target,7.15E+01,,,,,,,,,
3448.7,encoder-volume-1000.0-channel_0-trial-7-start-encoder,71.508,,,,,,,,,
3448.8,encoder-volume-1000.0-channel_0-trial-7-start-drift,0.008,,,,,,,,,
3448.9,encoder-volume-1000.0-channel_0-trial-7-end-target,6.755,,,,,,,,,
3449,encoder-volume-1000.0-channel_0-trial-7-end-encoder,6.754,,,,,,,,,
3449,encoder-volume-1000.0-channel_0-trial-7-end-drift,-0.001,,,,,,,,,
3550.5,encoder-volume-1000.0-channel_0-trial-8-start-target,7.15E+01,,,,,,,,,
3550.6,encoder-volume-1000.0-channel_0-trial-8-start-encoder,71.507,,,,,,,,,
3550.7,encoder-volume-1000.0-channel_0-trial-8-start-drift,0.008,,,,,,,,,
3550.8,encoder-volume-1000.0-channel_0-trial-8-end-target,6.76E+00,,,,,,,,,
3550.8,encoder-volume-1000.0-channel_0-trial-8-end-encoder,6.76E+00,,,,,,,,,
3550.9,encoder-volume-1000.0-channel_0-trial-8-end-drift,0.001,,,,,,,,,
3652.6,encoder-volume-1000.0-channel_0-trial-9-start-target,71.5,,,,,,,,,
3652.7,encoder-volume-1000.0-channel_0-trial-9-start-encoder,7.15E+01,,,,,,,,,
3652.7,encoder-volume-1000.0-channel_0-trial-9-start-drift,0.008,,,,,,,,,
3652.8,encoder-volume-1000.0-channel_0-trial-9-end-target,6.754,,,,,,,,,
3652.9,encoder-volume-1000.0-channel_0-trial-9-end-encoder,6.754,,,,,,,,,
3653,encoder-volume-1000.0-channel_0-trial-9-end-drift,0,,,,,,,,,
3754.8,encoder-volume-1000.0-channel_0-trial-10-start-target,71.5,,,,,,,,,
3754.8,encoder-volume-1000.0-channel_0-trial-10-start-encoder,7.15E+01,,,,,,,,,
3754.9,encoder-volume-1000.0-channel_0-trial-10-start-drift,0.008,,,,,,,,,
3755,encoder-volume-1000.0-channel_0-trial-10-end-target,6.755,,,,,,,,,
3755.1,encoder-volume-1000.0-channel_0-trial-10-end-encoder,6.76E+00,,,,,,,,,
3755.1,encoder-volume-1000.0-channel_0-trial-10-end-drift,0.00E+00,,,,,,,,,
910.8,ENCODER_END,,,,,,,,,,
