copy,copy,copy,,,,,Link,Pipette,Model,Result,Reasons,Warnings,Scale,Robot,test_version,Min CV,Min %D,Avg. Min Water Remaining (uL),tips,Asp sample Range (uL),Disp sample Range (uL),Max CV,Max %D,Avg. Max Water Remaining,tips,Asp sample Range (uL),Disp sample Range (uL),Avg Stem Temp (C),Avg Stem Hum (%),Avg Air Temp (C),Avg Air Hum (%),Mid1 CV,Mid1 %D,Avg. Mid1 Water Remaining (uL),tips,Mid2 CV,Mid2 %D,Avg. Mid1 Water Remaining (uL),tips,measure-init-blank-ul-channel_1-trial-1-grams-average,test_time_utc,pipette_mount,test_operator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236.5,volume-dispense-50.0-channel_1-d,5.80E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_2-celsius-pipette-avg,0,None,volume,aspirate,50,trial_2,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-5-samples-duration,597.3,9.781416416,measure,dispense,blank,ul,channel_1,trial,5,samples,duration,,,,,,,,,,,,,,,,
3236.5,volume-dispense-50.0-channel_1-celsius-pipette-avg,2.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_2-humidity-pipette-avg,0,None,volume,aspirate,50,trial_2,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-5-samples-count,597.4,5.00E+01,measure,dispense,blank,ul,channel_1,trial,5,samples,count,,,,,,,,,,,,,,,,
3236.6,volume-dispense-50.0-channel_1-humidity-pipette-avg,3.95E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_2-average,3237.4,50.32,volume,dispense,50,trial_2,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-celsius-pipette,614.3,2.46E+01,measure,init,blank,ul,channel_1,trial,6,celsius,pipette,,,,,,,,,,,,,,,,
3236.7,volume-aspirate-50.0-trial_1-average,5.06E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_2-cv,3237.5,-1.00E+00,volume,dispense,50,trial_2,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-humidity-pipette,614.3,4.69E+01,measure,init,blank,ul,channel_1,trial,6,humidity,pipette,,,,,,,,,,,,,,,,
3236.8,volume-aspirate-50.0-trial_1-cv,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_2-d,3237.5,0.64,volume,dispense,50,trial_2,d,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-celsius-air,614.4,21.8,measure,init,blank,ul,channel_1,trial,6,celsius,air,,,,,,,,,,,,,,,,
3236.8,volume-aspirate-50.0-trial_1-d,1.17E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_2-celsius-pipette-avg,0,None,volume,dispense,50,trial_2,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-humidity-air,614.5,4.73E+01,measure,init,blank,ul,channel_1,trial,6,humidity,air,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_1-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_2-humidity-pipette-avg,0,None,volume,dispense,50,trial_2,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-pascals-air,614.5,1.00E+03,measure,init,blank,ul,channel_1,trial,6,pascals,air,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_1-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_3-average,3237.6,50.44,volume,aspirate,50,trial_3,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-celsius-liquid,614.6,2.50E+01,measure,init,blank,ul,channel_1,trial,6,celsius,liquid,,,,,,,,,,,,,,,,
3236.9,volume-dispense-50.0-trial_1-average,50.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_3-cv,3237.7,-1.00E+00,volume,aspirate,50,trial_3,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-grams-average,614.6,16.51022016,measure,init,blank,ul,channel_1,trial,6,grams,average,,,,,,,,,,,,,,,,
3237,volume-dispense-50.0-trial_1-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_3-d,3237.8,0.87,volume,aspirate,50,trial_3,d,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-grams-cv,614.7,2.00E-07,measure,init,blank,ul,channel_1,trial,6,grams,cv,,,,,,,,,,,,,,,,
3237.1,volume-dispense-50.0-trial_1-d,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_3-celsius-pipette-avg,0,None,volume,aspirate,50,trial_3,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-grams-min,614.7,1.65E+01,measure,init,blank,ul,channel_1,trial,6,grams,min,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_1-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_3-humidity-pipette-avg,0,None,volume,aspirate,50,trial_3,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-grams-max,614.8,1.65E+01,measure,init,blank,ul,channel_1,trial,6,grams,max,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_1-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_3-average,3237.8,5.02E+01,volume,dispense,50,trial_3,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-samples-start-time,614.9,1.78E+09,measure,init,blank,ul,channel_1,trial,6,samples,start,time,,,,,,,,,,,,,,,
3237.2,volume-aspirate-50.0-trial_2-average,5.05E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_3-cv,3237.9,-1.00E+00,volume,dispense,50,trial_3,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-samples-duration,614.9,9.812451124,measure,init,blank,ul,channel_1,trial,6,samples,duration,,,,,,,,,,,,,,,,
3237.2,volume-aspirate-50.0-trial_2-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_3-d,3238,0.48,volume,dispense,50,trial_3,d,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-6-samples-count,615,5.00E+01,measure,init,blank,ul,channel_1,trial,6,samples,count,,,,,,,,,,,,,,,,
3237.3,volume-aspirate-50.0-trial_2-d,9.20E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_3-celsius-pipette-avg,0,None,volume,dispense,50,trial_3,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-celsius-pipette,640.2,2.47E+01,measure,aspirate,blank,ul,channel_1,trial,6,celsius,pipette,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_2-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_3-humidity-pipette-avg,0,None,volume,dispense,50,trial_3,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-humidity-pipette,640.3,4.68E+01,measure,aspirate,blank,ul,channel_1,trial,6,humidity,pipette,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_2-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_4-average,3238.1,50.43,volume,aspirate,50,trial_4,average,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-celsius-air,640.3,21.8,measure,aspirate,blank,ul,channel_1,trial,6,celsius,air,,,,,,,,,,,,,,,,
3237.4,volume-dispense-50.0-trial_2-average,50.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_4-cv,3238.1,-1,volume,aspirate,50,trial_4,cv,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-humidity-air,640.4,4.73E+01,measure,aspirate,blank,ul,channel_1,trial,6,humidity,air,,,,,,,,,,,,,,,,
3237.5,volume-dispense-50.0-trial_2-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_4-d,3238.2,8.70E-01,volume,aspirate,50,trial_4,d,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-pascals-air,640.4,1.00E+03,measure,aspirate,blank,ul,channel_1,trial,6,pascals,air,,,,,,,,,,,,,,,,
3237.5,volume-dispense-50.0-trial_2-d,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_4-celsius-pipette-avg,0,None,volume,aspirate,50,trial_4,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-celsius-liquid,640.5,2.50E+01,measure,aspirate,blank,ul,channel_1,trial,6,celsius,liquid,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_2-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_4-humidity-pipette-avg,0,None,volume,aspirate,50,trial_4,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-grams-average,640.5,16.5101889,measure,aspirate,blank,ul,channel_1,trial,6,grams,average,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_2-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_4-average,3238.3,50.3,volume,dispense,50,trial_4,average,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-grams-cv,640.6,2.18E-07,measure,aspirate,blank,ul,channel_1,trial,6,grams,cv,,,,,,,,,,,,,,,,
3237.6,volume-aspirate-50.0-trial_3-average,50.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_4-cv,3238.4,-1.00E+00,volume,dispense,50,trial_4,cv,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-grams-min,640.7,1.65E+01,measure,aspirate,blank,ul,channel_1,trial,6,grams,min,,,,,,,,,,,,,,,,
3237.7,volume-aspirate-50.0-trial_3-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_4-d,3238.4,5.90E-01,volume,dispense,50,trial_4,d,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-grams-max,640.7,1.65E+01,measure,aspirate,blank,ul,channel_1,trial,6,grams,max,,,,,,,,,,,,,,,,
3237.8,volume-aspirate-50.0-trial_3-d,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_4-celsius-pipette-avg,0,None,volume,dispense,50,trial_4,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-samples-start-time,640.8,1.78E+09,measure,aspirate,blank,ul,channel_1,trial,6,samples,start,time,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_3-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_4-humidity-pipette-avg,0,None,volume,dispense,50,trial_4,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-samples-duration,640.8,9.621031046,measure,aspirate,blank,ul,channel_1,trial,6,samples,duration,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_3-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_5-average,3238.5,50.39,volume,aspirate,50,trial_5,average,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-6-samples-count,640.9,4.90E+01,measure,aspirate,blank,ul,channel_1,trial,6,samples,count,,,,,,,,,,,,,,,,
3237.8,volume-dispense-50.0-trial_3-average,5.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_5-cv,3238.6,-1.00E+00,volume,aspirate,50,trial_5,cv,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-celsius-pipette,665.4,2.47E+01,measure,dispense,blank,ul,channel_1,trial,6,celsius,pipette,,,,,,,,,,,,,,,,
3237.9,volume-dispense-50.0-trial_3-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_5-d,3238.7,7.90E-01,volume,aspirate,50,trial_5,d,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-humidity-pipette,665.5,4.66E+01,measure,dispense,blank,ul,channel_1,trial,6,humidity,pipette,,,,,,,,,,,,,,,,
3238,volume-dispense-50.0-trial_3-d,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_5-celsius-pipette-avg,0,None,volume,aspirate,50,trial_5,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-celsius-air,665.6,21.8,measure,dispense,blank,ul,channel_1,trial,6,celsius,air,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_3-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_5-humidity-pipette-avg,0,None,volume,aspirate,50,trial_5,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-humidity-air,665.6,4.72E+01,measure,dispense,blank,ul,channel_1,trial,6,humidity,air,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_3-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_5-average,3238.7,5.03E+01,volume,dispense,50,trial_5,average,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-pascals-air,665.7,1.00E+03,measure,dispense,blank,ul,channel_1,trial,6,pascals,air,,,,,,,,,,,,,,,,
3238.1,volume-aspirate-50.0-trial_4-average,50.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_5-cv,3238.8,-1.00E+00,volume,dispense,50,trial_5,cv,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-celsius-liquid,665.7,2.50E+01,measure,dispense,blank,ul,channel_1,trial,6,celsius,liquid,,,,,,,,,,,,,,,,
3238.1,volume-aspirate-50.0-trial_4-cv,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_5-d,3238.9,5.90E-01,volume,dispense,50,trial_5,d,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-grams-average,665.8,16.51015556,measure,dispense,blank,ul,channel_1,trial,6,grams,average,,,,,,,,,,,,,,,,
3238.2,volume-aspirate-50.0-trial_4-d,8.70E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_5-celsius-pipette-avg,0,None,volume,dispense,50,trial_5,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-grams-cv,665.9,1.79E-07,measure,dispense,blank,ul,channel_1,trial,6,grams,cv,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_4-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_5-humidity-pipette-avg,0,None,volume,dispense,50,trial_5,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-grams-min,665.9,1.65E+01,measure,dispense,blank,ul,channel_1,trial,6,grams,min,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_4-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_6-average,3239,50.42,volume,aspirate,50,trial_6,average,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-grams-max,666,1.65E+01,measure,dispense,blank,ul,channel_1,trial,6,grams,max,,,,,,,,,,,,,,,,
3238.3,volume-dispense-50.0-trial_4-average,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_6-cv,3239,-1,volume,aspirate,50,trial_6,cv,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-samples-start-time,666,1.78E+09,measure,dispense,blank,ul,channel_1,trial,6,samples,start,time,,,,,,,,,,,,,,,
3238.4,volume-dispense-50.0-trial_4-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_6-d,3239.1,0.83,volume,aspirate,50,trial_6,d,,,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-samples-duration,666.1,9.813702106,measure,dispense,blank,ul,channel_1,trial,6,samples,duration,,,,,,,,,,,,,,,,
3238.4,volume-dispense-50.0-trial_4-d,5.90E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_6-celsius-pipette-avg,0,None,volume,aspirate,50,trial_6,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-dispense-blank-ul-channel_1-trial-6-samples-count,666.1,5.00E+01,measure,dispense,blank,ul,channel_1,trial,6,samples,count,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_4-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_6-humidity-pipette-avg,0,None,volume,aspirate,50,trial_6,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-celsius-pipette,683,2.48E+01,measure,init,blank,ul,channel_1,trial,7,celsius,pipette,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_4-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_6-average,3239.2,5.03E+01,volume,dispense,50,trial_6,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-humidity-pipette,683.1,4.64E+01,measure,init,blank,ul,channel_1,trial,7,humidity,pipette,,,,,,,,,,,,,,,,
3238.5,volume-aspirate-50.0-trial_5-average,50.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_6-cv,3239.3,-1,volume,dispense,50,trial_6,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-celsius-air,683.2,21.8,measure,init,blank,ul,channel_1,trial,7,celsius,air,,,,,,,,,,,,,,,,
3238.6,volume-aspirate-50.0-trial_5-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_6-d,3239.3,0.57,volume,dispense,50,trial_6,d,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-humidity-air,683.2,4.72E+01,measure,init,blank,ul,channel_1,trial,7,humidity,air,,,,,,,,,,,,,,,,
3238.7,volume-aspirate-50.0-trial_5-d,7.90E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_6-celsius-pipette-avg,0,None,volume,dispense,50,trial_6,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-pascals-air,683.3,1.00E+03,measure,init,blank,ul,channel_1,trial,7,pascals,air,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_5-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_6-humidity-pipette-avg,0,None,volume,dispense,50,trial_6,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-celsius-liquid,683.3,2.50E+01,measure,init,blank,ul,channel_1,trial,7,celsius,liquid,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_5-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_7-average,3239.4,5.04E+01,volume,aspirate,50,trial_7,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-grams-average,683.4,16.51014,measure,init,blank,ul,channel_1,trial,7,grams,average,,,,,,,,,,,,,,,,
3238.7,volume-dispense-50.0-trial_5-average,5.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_7-cv,3239.5,-1,volume,aspirate,50,trial_7,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-grams-cv,683.5,1.75E-07,measure,init,blank,ul,channel_1,trial,7,grams,cv,,,,,,,,,,,,,,,,
3238.8,volume-dispense-50.0-trial_5-cv,-1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_7-d,3239.6,7.90E-01,volume,aspirate,50,trial_7,d,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-grams-min,683.5,1.65E+01,measure,init,blank,ul,channel_1,trial,7,grams,min,,,,,,,,,,,,,,,,
3238.9,volume-dispense-50.0-trial_5-d,5.90E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_7-celsius-pipette-avg,0,None,volume,aspirate,50,trial_7,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-grams-max,683.6,1.65E+01,measure,init,blank,ul,channel_1,trial,7,grams,max,,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_5-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_7-humidity-pipette-avg,0,None,volume,aspirate,50,trial_7,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-samples-start-time,683.6,1.78E+09,measure,init,blank,ul,channel_1,trial,7,samples,start,time,,,,,,,,,,,,,,,
0,volume-dispense-50.0-trial_5-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_7-average,3239.6,5.03E+01,volume,dispense,50,trial_7,average,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-samples-duration,683.7,8.179967165,measure,init,blank,ul,channel_1,trial,7,samples,duration,,,,,,,,,,,,,,,,
3239,volume-aspirate-50.0-trial_6-average,50.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_7-cv,3239.7,-1,volume,dispense,50,trial_7,cv,,,,,,,,,,,,,,,,,,measure-init-blank-ul-channel_1-trial-7-samples-count,683.8,4.20E+01,measure,init,blank,ul,channel_1,trial,7,samples,count,,,,,,,,,,,,,,,,
3239,volume-aspirate-50.0-trial_6-cv,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_7-d,3239.8,5.70E-01,volume,dispense,50,trial_7,d,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-celsius-pipette,709,2.48E+01,measure,aspirate,blank,ul,channel_1,trial,7,celsius,pipette,,,,,,,,,,,,,,,,
3239.1,volume-aspirate-50.0-trial_6-d,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_7-celsius-pipette-avg,0,None,volume,dispense,50,trial_7,celsius,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-humidity-pipette,709.1,4.63E+01,measure,aspirate,blank,ul,channel_1,trial,7,humidity,pipette,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_6-celsius-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-dispense-50.0-trial_7-humidity-pipette-avg,0,None,volume,dispense,50,trial_7,humidity,pipette,avg,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-celsius-air,709.1,21.8,measure,aspirate,blank,ul,channel_1,trial,7,celsius,air,,,,,,,,,,,,,,,,
0,volume-aspirate-50.0-trial_6-humidity-pipette-avg,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_8-average,3239.9,50.38,volume,aspirate,50,trial_8,average,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-humidity-air,709.2,4.70E+01,measure,aspirate,blank,ul,channel_1,trial,7,humidity,air,,,,,,,,,,,,,,,,
3239.2,volume-dispense-50.0-trial_6-average,5.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_8-cv,3239.9,-1.00E+00,volume,aspirate,50,trial_8,cv,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-pascals-air,709.2,1.00E+03,measure,aspirate,blank,ul,channel_1,trial,7,pascals,air,,,,,,,,,,,,,,,,
3239.3,volume-dispense-50.0-trial_6-cv,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume-aspirate-50.0-trial_8-d,3240,7.60E-01,volume,aspirate,50,trial_8,d,,,,,,,,,,,,,,,,,,measure-aspirate-blank-ul-channel_1-trial-7-celsius-liquid,709.3,2.50E+01,measure,aspirate,blank,ul,channel_1,trial,7,celsius,liquid,,,,,,,,,,,,,,,,
